UpdateTime	TopWait
2024-05-27 00:15	> 2
2024-05-27 00:30	> 2
2024-05-27 00:45	> 2
2024-05-27 01:15	> 2
2024-05-27 01:15	> 2
2024-05-27 01:30	> 4
2024-05-27 01:30	> 4
2024-05-27 02:15	> 5
2024-05-27 02:15	> 5
2024-05-27 02:45	> 5
2024-05-27 03:00	> 2
2024-05-27 03:15	> 2
2024-05-27 03:30	> 4
2024-05-27 03:45	> 4
2024-05-27 04:15	> 5
2024-05-27 04:15	> 5
2024-05-27 04:30	> 6
2024-05-27 04:45	> 6
2024-05-27 05:15	> 6
2024-05-27 05:15	> 6
2024-05-27 05:30	> 6
2024-05-27 05:45	> 6
2024-05-27 06:15	> 6
2024-05-27 06:15	> 6
2024-05-27 06:30	> 6
2024-05-27 06:45	> 6
2024-05-27 07:15	> 6
2024-05-27 07:30	> 6
2024-05-27 07:45	> 6
2024-05-27 09:30	> 8
2024-05-27 10:15	> 8
2024-05-27 10:30	> 8
2024-05-27 10:45	> 8
2024-05-27 11:00	> 8
2024-05-27 11:30	> 8
2024-05-27 11:45	> 8
2024-05-27 12:00	> 8
2024-05-27 12:30	> 3
2024-05-27 12:45	> 3
2024-05-27 13:15	> 3
2024-05-27 13:15	> 3
2024-05-27 13:30	> 3
2024-05-27 14:15	> 3
2024-05-27 14:30	> 3
2024-05-27 14:45	> 3
2024-05-27 15:00	> 3
2024-05-27 15:15	> 5
2024-05-27 15:30	> 5
2024-05-27 15:45	> 5
2024-05-27 16:00	> 5
2024-05-27 16:30	> 5
2024-05-27 16:45	> 6
2024-05-27 17:15	> 7
2024-05-27 17:15	> 7
2024-05-27 17:45	> 7
2024-05-27 18:15	> 7
2024-05-27 18:15	> 7
2024-05-27 18:45	> 7
2024-05-27 19:15	> 7
2024-05-27 19:15	> 7
2024-05-27 19:30	> 7
2024-05-27 19:30	> 7
2024-05-27 20:30	> 8
2024-05-27 20:45	> 8
2024-05-27 21:15	> 8
2024-05-27 21:30	> 8
2024-05-27 21:30	> 8
2024-05-27 22:15	> 8
2024-05-27 22:15	> 8
2024-05-27 22:30	> 8
2024-05-27 22:30	> 8
2024-05-27 23:15	> 8
2024-05-27 23:15	> 8
2024-05-27 23:45	> 8
